year,vin,makename,modelname,color,status
2014,KMHDH4AE6EU067936,Hyundai,Elantra,Black,S
2010,2FMDK4JC1ABB32546,Ford,Edge,NULL,S
2014,KMHTC6AE5EU199463,Hyundai,Veloster,Marathon_Blue,S
2014,5TFDW5F19EX360816,Toyota,Tundra,03R3/Barcelona Red M,T
2014,5NPDH4AE8EH470086,Hyundai,Elantra,Gray,S
2014,KMHDH4AH8EU070380,Hyundai,Elantra,Silver,S
2012,1HGCP2F62CA228257,Honda,Accord 4Dr,White,S
2014,1C4SDJCT1EC405931,Dodge,Durango,Black,T
2009,1G1ZH57B29F227942,Chevrolet,Malibu,Blue,S
2014,5NPEB4AC5EH903271,Hyundai,Sonata,Venetian_Red,S
2014,5NPDH4AE3EH494344,Hyundai,Elantra,Phantom_Black_Meta,S
2010,JTEBU4BF8AK070823,Toyota,Fj Cruiser,Black,S
2014,1C3CDZAB8EN223357,Dodge,Avenger,White,T
2011,1D7RB1GP5BS512117,Dodge,Ram 1500,White,S
2012,JN1BY1AP7CM335887,Infiniti,M37,Gray,S
2004,1FTYR10D34PB22141,Ford,Ranger,White,S
2014,2C3CDXCT8EH135427,Dodge,Charger,Px8 Pitch Black,S
2014,2C3CDYBT9EH115582,Dodge,Challenger,Pau Granite Crystal,S
2014,2C3CDYBT9EH115596,Dodge,Challenger,Pau Granite Crystal,S
2002,1G6KD57Y82U271330,Cadillac,Deville,Red,NULL
2007,2C3KA53G87H706428,Chrysler,300,Black,S
2009,5NMSH73E29H326185,Hyundai,Santa Fe,Green,S
2010,5J6RE4H7XAL026522,Honda,Cr-V,Blue,S
2012,1HGCP2F48CA070392,Honda,Accord 4Dr,Black,S
2010,1J4PN5GK1AW127420,Jeep,Liberty,Silver,S
2008,2T2HK31U28C062464,Lexus,Rx350,White,S
2012,2C4RDGCG5CR198789,Dodge,Grand Caravan,Red,S
2015,1GC4KZCGXFF101383,Chevrolet,Silverado 3500,Gba Black,S
2014,1GNFLFEK7EZ120208,Chevrolet,Equinox,Gbn White Diamond Tr,S
2014,3GCUKREC0EG387347,Chevrolet,Silverado 1500,Gwx Brownstone Metal,S
2014,3GCUKRECXEG386593,Chevrolet,Silverado 1500,Gba Black,S
2014,5J6RM4H72EL057658,Honda,Cr-V,Wb/White,S
2011,KMHCN4AC2BU587338,Hyundai,Accent,NULL,S
1998,WP0CA2982WU622275,Porsche,Boxster,NULL,S
2010,1N4AL2AP1AN483561,Nissan,Altima,Black,S
2012,YV1622FS8C2131897,Volvo,S60,NULL,S
2007,1D7KS28C87J560002,Dodge,Ram 2500,Blue,S
2012,3TMLU4EN4CM089425,Toyota,Tacoma,Gray,S
2014,4T1BF1FK6EU332915,Toyota,Camry,NULL,S
2013,3GCPKSE7XDG108394,Chevrolet,Silverado 1500,Maroon,NULL
2010,JM3TB3MA8A0204789,Mazda,Cx-9,Black,S
2009,4T1BE46K49U855991,Toyota,Camry,White,S
2013,3C63R3JT4DG609257,Ram,3500,Black,S
2014,4T4BF1FK3ER387070,Toyota,Camry,05B2/Creme Brulee Mi,S
2014,1C4SDJET9EC303953,Dodge,Durango,White,S
2014,1C3CDFBB8ED668071,Dodge,Dart,Pl4/Orange,S
2015,1GNSKCKCXFR107791,Chevrolet,Tahoe,Black,S
2014,4T1BD1FK1EU120056,Toyota,Camry,08W6/Parisian Night,S
2014,4T1BF1FK1EU790829,Toyota,Camry,0040/Super White,S
2014,JTDZN3EU1EJ001262,Toyota,Prius,01F7/Classic Silver,S
2014,1G1PA5SHXE7202864,Chevrolet,Cruze,Silver Ice Metallic,S
2014,JTDKN3DU5E1795167,Toyota,Priu,03R3/Barcelona Red M,S
2014,JTDKN3DU7E1794781,Toyota,Priu,0781/Sea Glass Pearl,S
2014,JTLZE4FE0EJ050468,Toyota,Scion Xb,0040/Super White,S
2014,JTLZE4FEXEJ050512,Toyota,Scion Xb,0209/Black Sand Pear,S
2014,3C4PDCAB3ET213748,Dodge,Journey,Pau Granite Crystal,S
2012,2C4RDGCG1CR318913,Dodge,Grand Caravan,Black,S
2009,1J8GA69129L753561,Jeep,Wrangler,Detonator-Yel,S
2007,1FMEU73E97UB88977,Ford,Explorer,Gold,S
2004,JM1FE173940131094,Mazda,Rx-8,Gray,S
1990,1G2WJ14TXLF250286,Pontiac,Grand Prix,White,S
2001,WAUZL54B11N100276,Audi,A6 4.2 Quattro,NULL,S
2008,JM1BK32F481865940,Mazda,Mazda 3,NULL,S
2008,1FMEU73EX8UA80319,Ford,Explorer,NULL,S
2011,2HGFA1F59BH518902,Honda,Civic,???,NULL
2011,1J4BA3H13BL514618,Jeep,Wrangler Unlimited,Green,S
2011,2FMDK4KC5BBA16220,Ford,Edge,White,S
2000,2T1CG22P5YC348392,Toyota,Camry Solara,NULL,S
2014,2HKRM4H37EH651752,Honda,Cr-V,Silver,S
2005,1FMZU73K55UB97261,Ford,Explorer,NULL,NULL
2013,JA32X2HU4DU021583,Mitsubishi,Lancer,Silver,S
2014,1C6RR7FT7ES274354,Ram,1500,Px8 Black Clear Coat,S
2005,5N1AN08W85C655779,Nissan,Xterra,Silver,S
2012,1GNKVGED9CJ223061,Chevrolet,Traverse,Silver,NULL
2013,2C3CDYAG8DH540455,Dodge,Challenger,Red,S
2014,1C6RR7KT2ES106093,Ram,1500,White,S
2010,2G1FF1EV2A9214457,Chevrolet,Camaro,Gray,S
2013,3C6UR5DL1DG551913,Ram,2500,White,S
2008,1J8GN28K28W266591,Jeep,Liberty,Black,S
2012,1N6AD0ER5CC422636,Nissan,Frontier,Gray,S
2014,4T1BF1FK2EU765292,Toyota,Camry,0218/Attitude Black,S
2014,JTMZFREVXED031738,Toyota,Rav4,08V5/Shoreline Blue,S
2013,4T1BF1FK7DU663467,Toyota,Camry,White,S
2006,WBAVB13526KX33044,Bmw,325I,Blue,S
2006,WVGMM77L26D010315,Volkswagen,Touareg,Silver,S
2013,3C63R3JT2DG609256,Ram,3500,Max Steel,S
2013,3C63R3JT0DG609255,Ram,3500,White,S
2014,1C6RR7FTXES138719,Ram,1500,Black,S
2008,4JGBB72E88A353849,Mercedes-Benz,Ml550,White,NULL
2014,3GCUKREC8EG388780,Chevrolet,Silverado 1500,Gts Blue Topaz Metal,S
2014,3GCUKREC6EG388440,Chevrolet,Silverado 1500,Gba Black,S
2014,3GCUKREC0EG388868,Chevrolet,Silverado 1500,Gce Deep Ruby Metall,S
2011,2HGFA1F55BH536054,Honda,Civic,White,NULL
2012,1ZVBP8CU1C5262115,Ford,Mustang,Orange,S
2014,5TFHW5F17EX339366,Toyota,Tundra,03R3/Barcelona,S
2014,2HKRM4H51EH657113,Honda,Cr-V,Gx/Polished Metal,S
2014,2C3CCABG1EH221831,Chrysler,300,Jazz Blue,S
2013,2T2BK1BA8DC175814,Lexus,Rx350,Black,S
2006,5TETX22N16Z281344,Toyota,Tacoma,White,S
2011,JTEBU5JR9B5069603,Toyota,4Run,Black,S
2012,4T1BF1FK9CU072748,Toyota,Camry,Gray,S
2009,5TETX22N39Z622747,Toyota,Tacoma,Black,S
2013,5TDDK3EH0DS194463,Toyota,Highlander,NULL,S
2013,1GNKVLKD0DJ263561,Travel,Traverse,White,S
2014,1C6RR7NT9ES159353,Ram,1500,White,S
2014,3C6TRVBG2EE113156,Ram,Promaster 1500,Silver,S
2015,1GC1KVEG2FF102987,Chevrolet,Silverado 2500,Gaz Summit White,S
2014,1FT8W3BT0EEB63512,Ford,F350,White Platinum Met T,S
2014,1FADP3J29EL259550,Ford,Focus,Tuxedo Black Metalli,S
2014,1FADP3J20EL264202,Ford,Focus,Tuxedo Black Metalli,S
2014,1FADP3F26EL270949,Ford,Focus,Ruby Red Tinted Clea,S
2013,1GNKVJKD0DJ250622,Chevrolet,Traverse,Gray,S
2012,3FAHP0HA4CR258981,Ford,Fusion,Black,S
1999,1C4GP64L4XB912775,Chrysler,Town & Country,White,S
2011,JTHCF5C28B5046573,Lexus,Is250,Gray,NULL
2014,1FMJU2A53EEF31391,Ford,Expedition,White Platinum Met T,S
2014,1FT8W3BT9EEB63511,Ford,F350,White Platinum Met T,S
2014,1FTFW1ET6EKD74688,Ford,F150,Ingot Silver Metalli,S
2013,1HGCR3F99DA035535,Honda,Accord 4Dr,Silver,S
2009,1G8ZS57B99F178127,Saturn,Aura,Blue,S
2005,1HGCM56435A193157,Honda,Accord,X/White,S
2010,1G6DG5EG9A0108976,Cadillac,Cts,Silver,NULL
2011,1G6DG5EY3B0118414,Cadillac,Cts,Black,NULL
2008,JTLKE50EX81009561,Toyota,Scion Xb,X/Maroon,S
2014,5LMJJ2J50EEL03676,Lincoln,Navigator,White Platinum Tri-C,S
2002,1G2JB524X27431374,Pontiac,Sunfire,Gold,S
1984,1FMEU15Y8ELA04393,Ford,Bronco,Tan,S
2014,1C4RJFJG9EC316103,Jeep,Grand Cherokee,Pw7 Bright White Cle,S
2014,1C4RJFCT7EC320323,Jeep,Grand Cherokee,Prp Deep Cherry Red,S
2005,2T2HA31U05C073526,Lexus,Rx330,X/Gray,S
2012,19UUA8F5XCA000569,Acura,Tl,X/Black,S
2011,JH4CU2F69BC006520,Acura,Tsx,X/Black,S
2005,JTHBA30G155062004,Lexus,Es330,X/Green,S
2014,1C4BJWDG2EL162847,Jeep,Wrangler Unlimited,Pr4 Flame Red Clear,S
2012,5NPDH4AE6CH141481,Hyundai,Elantra,Bronze,S
2012,1G1JC6SH0C4109775,Chevrolet,Sonic,Orange,S
2010,5J6TF1H55AL012494,Honda,Accord Crosstour,White,S
2014,3TMLU4EN3EM148564,Toyota,Tacoma,0040/Super White,T
2006,4T1BE32K46U142388,Toyota,Camry,Silver,S
2013,JTEBU4BF2DK157086,Toyota,Fj Cruiser,Black,S
2007,5FNRL38707B462328,Honda,Odyssey,Gray,S
2014,1C4RJFBM0EC380616,Jeep,Grand Cherokee,Par Maximum Steel Me,S
2014,1C4RJFCG4EC437506,Jeep,Grand Cherokee,Pxr Brilliant Black,S
2014,KMHDH4AE7EU090853,Hyundai,Elantra,Silver,S
2014,5NPEC4AC7EH854247,Hyundai,Sonata,Silver,S
2014,5NPEB4AC5EH847459,Hyundai,Sonata,Blue,S
2014,KMHDH4AE6EU061067,Hyundai,Elantra,Windy Sea Blue,S
2005,2CNDL73F756024694,Chevrolet,Equinox,Silver,S
1985,1GBKP37W7F3315714,Chevrolet,P30,NULL,S
2006,5Y2SL65826Z431283,Pontiac,Vibe,NULL,S
2010,3TMLU4EN7AM045500,Toyota,Tacoma,Silver,S
2014,1C4RJFCG5EC422836,Jeep,Grand Cherokee,Pw7 Bright White Cle,S
2014,1C4BJWEG6EL168133,Jeep,Wrangler Unlimited,White,S
2014,5TDDK3DC7ES081911,Toyota,Sienna,03Q3/Salsa Red Pearl,T
2014,5NPEB4AC5EH857621,Hyundai,Sonata,Blue,S
2012,1C4BJWDG9CL253062,Jeep,Wrangler,Silver,S
2013,2C3CDYAG6DH646077,Dodge,Challenger,NULL,S
2012,2C4RDGDG2CR165246,Dodge,Grand Caravan,NULL,S
1997,JT2CB02T5V0064453,Toyota,Celica,NULL,S
2011,1HGCP2F45BA090484,Honda,Accord,Gray,NULL
2005,1G2ZG528954178013,Pontiac,G6,NULL,S
2014,KM8JUCAG2EU813194,Hyundai,Tucson,Bronze,S
2014,KM8JUCAG5EU813514,Hyundai,Tucson,Black,S
2014,KM8JUCAG1EU799403,Hyundai,Tucson,Diamond Silver,S
2014,2C3CCAAG3EH220164,Chrysler,300,White,S
2007,3N1BC13E97L399505,Nissan,Versa,Black,S
2014,1C6RR7MT1ES217330,Ram,1500,White,S
2008,2C3KA43R58H230538,Chrysler,300,Silver,S
2012,1C4PJLAK5CW166108,Jeep,Liberty,Green,S
2013,3GCPKSE70DG132476,Chevrolet,Silverado 1500,Blue,S
2005,1GNDT13S152186694,Chevrolet,Trailblazer,White,S
2007,1GNFK130X7R125185,Chevrolet,Tahoe,NULL,S
2007,4T1BK36B07U238040,Toyota,Avalon,White,S
2014,2C3CDXCT1EH220352,Dodge,Charger,Orange,T
2004,2C3HD36M64H606668,Chrysler,Concorde,NULL,NULL
2001,4A3AE85H41E022457,Mitsubishi,Eclipse Spyder,Red,S
2006,JTLKT324764071283,Toyota,Scion Xb,Silver,S
2005,4B3AG52H45E035330,Dodge,Stratus,Black,S
2009,1GCEK14069Z114917,Chevrolet,Silverado 1500,Gray,S
2000,1G1JC5244Y7122798,Chevrolet,Cavalier,NULL,S
2008,5TFDV58128X035803,Toyota,Tundra,Silver,S
2007,3GNFK12347G214066,Chevrolet,Avalanche 1500,Grey,S
2014,3FA6P0H97ER275791,Ford,Fusion,Tuxedo Black Metalli,S
2014,3FA6P0H70ER283701,Ford,Fusion,Ruby Red Tinted Clea,S
2014,3FA6P0H72ER283702,Ford,Fusion,White,S
2014,3FA6P0H75ER286299,Ford,Fusion,Tuxedo Black Metalli,S
2014,JTHBW1GG9E2052057,Lexus,Es300H,01H9,T
2014,JTEBU5JRXE5170508,Toyota,4Run,03R3/Barcelona Red M,S
2014,1C4AJWAG6EL167582,Jeep,Wrangler,Psc Billet Silv,S
2014,1C4BJWCG3EL194921,Jeep,Wrangler,Pw7 Bright White Cle,S
2012,2C4RDGCG9CR359189,Dodge,Grand Caravan,Red,S
2011,5XYZG3AB4BG018387,Hyundai,Santa Fe,White,S
2010,JTEBU5JR0A5020031,Toyota,4Run,White,S
2005,5TDZA23C65S347455,Toyota,Sienna,NULL,S
2011,4T1BF3EK1BU700099,Toyota,Camry,Green,S
2014,2C3CCABG1EH222154,Chrysler,300,Pw7 Bright White Cle,S
2014,KMHTC6AD3EU199744,Hyundai,Veloster,White,S
2011,2D4RN3DG4BR721659,Dodge,Grand Caravan,Blue,S
2014,2C4RC1GG1ER113430,Chrysler,Town & Country,Psc Billet Silver Me,S
2014,1C4BJWFG4EL157128,Jeep,Wrangler Unlimited,Psc Billet Silver Me,S
2014,1C4BJWFG7EL172674,Jeep,Wrangler Unlimited,Pw7 Bright White Cle,S
2014,1FTFW1ET1EKD67437,Ford,F150,Red,S
2014,1C4RJFBM4EC315915,Jeep,Grand Cherokee,Cherry Red,S
2014,4T1BD1FK2EU120387,Toyota,Camry Hybrid,03R3/Barcelona Red M,T
2014,4T1BD1EB8EU025740,Toyota,Avalon Hybrid,03T0/Moulin Rouge Mi,T
2014,KMHDH4AE2EU055203,Hyundai,Elantra,Geranium Red,S
2014,1C4BJWFG4EL184636,Jeep,Wrangler Unlimited,Pds Anvil Clear Coat,S
2013,JTDZN3EUXD3189850,Toyota,Prius V,Red,S
2013,KMHCT4AE3DU539258,Hyundai,Accent,Gold,S
2013,2C3CCARG3DH591991,Chrysler,300,White,S
2014,2HGFB2F54EH506163,Honda,Civic,Crys.Black,S
2014,1C4RJEBM4EC418035,Jeep,Grand Cherokee,Pau Granite Crystal,S
2011,2T3BF4DV9BW113738,Toyota,Rav4,Green,S
2013,5TDDK3EH2DS243937,Toyota,High,Maroon,S
2013,5TDBK3EH5DS196345,Toyota,Highlander,Black,S
2010,2A4RR5D1XAR397845,Chrysler,Town & Country,Silver,S
2014,5NPDH4AEXEH468887,Hyundai,Elantra,Bronze,S
2013,3C4PDDBG9DT622450,Dodge,Journey,Silver,S
2012,1FMCU9E73CKB07155,Ford,Escape,Silver,S
2013,1C4RJFDJ1DC509805,Jeep,Grand Cherokee,Black,S
2012,1C6RD7NT0CS241015,Ram,1500,Pr8/Red,S
2005,3N1CB51DX5L534285,Nissan,Sentra,White,NULL
2005,5TETU62N25Z031934,Toyota,Tacoma,NULL,S
2014,KMHDH4AE0EU041834,Hyundai,Elantra,Silver,S
2014,2C3CDYBT3EH225835,Dodge,Challenger,Px8 Black Clear Coat,S
2004,1D7HA16N04J235626,Dodge,Ram,NULL,S
2012,3TMLU4EN0CM099918,Toyota,Tacoma,NULL,S
2014,JTDZN3EUXEJ001552,Toyota,Prius V,01G3/Magnetic Gray M,T
2014,3C6UR5GL4EG162146,Ram,2500,Pw7 Bright White Cle,S
2014,2C3CDYBTXEH203198,Dodge,Challenger,Pbx Jazz Blue Pearl,S
2014,1C4BJWEG7EL182395,Jeep,Wrangler Unlimited,Pbj Hydro Blue Pearl,S
2014,1C4BJWFGXEL186276,Jeep,Wrangler Unlimited,Anvil,S
2014,3C6UR4CJ6EG156315,Ram,2500,Pw7 Bright White Cle,S
2014,3C6UR5ML2EG107506,Ram,2500,Pw7 Bright White Cle,S
2007,3VWRG31Y37M422972,Volkswagen,New Beetle Convertible,NULL,S
2014,3C6UR4HL6EG167812,Ram,2500,Pw7 Bright White Cle,S
2014,1C4RJEBG3EC433183,Jeep,Grand Cherokee,Pfs Cashmere Pearl C,S
2014,1C4BJWEG9EL214389,Jeep,Wrangler Unlimited,White,S
2012,3VWDP7AJ4CM421022,Volkswagen,Jetta,NULL,S
2009,1G8ZV57B59F189312,Saturn,Aura,Silver,S
2006,5TEUU42N96Z280936,Toyota,Tacoma,Black,S
2005,3D3HA16H55G734548,Dodge,Ram 1500,NULL,S
2005,1GCES14H35B120859,Chevrolet,Ssr,NULL,S
2014,2C4RDGCG0ER174189,Dodge,Grand Caravan,White,S
2010,1G1ZB5EB6AF289322,Chevrolet,Malibu,Black,S
2008,JHLRE48538C054678,Honda,Cr-V,NULL,NULL
2007,KNAFE121875448682,Kia,Spectra,Light Blue,S
2002,3B7KF23C42M216409,Dodge,Ram 2500,Grey,S
2014,2HKRM4H34EH651692,Honda,Cr-V,Black,S
2014,5J6RM4H36EL060396,Honda,Cr-V,White,S
2009,3D7KS28L19G518467,Dodge,Ram 2500,NULL,S
2013,5NPDH4AE1DH185812,Hyundai,Elantra,Silver,S
2014,1C4PJMAB6EW166370,Jeep,Cherokee,Pw7 Bright White Cle,S
2014,1C4NJPBB5ED732019,Jeep,Patriot,Px8 Black Clear Coat,S
2014,1C4BJWEG8EL109763,Jeep,Wrangler Unlimited,Pw7 Bright White Cle,S
2014,1C4BJWDG6EL168022,Jeep,Wrangler Unlimited,Pw7 Bright White Cle,S
2014,1C4BJWDG4EL115917,Jeep,Wrangler Unlimited,Px8 Black,S
2014,1C4BJWDG2EL232461,Jeep,Wrangler Unlimited,Pyc Amped,S
2014,1C4BJWDG0EL201838,Jeep,Wrangler Unlimited,Psc Billet Silver Me,S
2014,3TMLU4EN1EM148434,Toyota,Tacoma,08T5/Blue Ribbon Met,T
2014,5XYKWDA73EG495757,Kia,Sorento,NULL,S
2010,1FTFW1EV3AFB38469,Ford,F150,Red,S
2014,5NPEB4AC0EH877503,Hyundai,Sonata,Harbor_Gray_Metall,S
2014,1C3CDZAB7EN203357,Dodge,Avenger,Prp Deep Cherry Red,S
2014,3C6UR5FL3EG144514,Ram,2500,Par Maximum Steel Me,S
2014,3C6UR4DL4EG130506,Ram,2500,Pw7 Bright White Cle,S
2014,3C6UR5CLXEG155305,Ram,2500,Pau Granite Crystal,S
2014,3C6UR5CL0EG156706,Ram,2500,Pw7 Bright White Cle,S
2014,5TFGY5F19EX148134,Toyota,Tundra,03R3/Barcelona Red M,S
2014,3C6UR5CL8EG155304,Ram,2500,Pw7 Bright White Cle,S
2014,3C6UR5DL8EG160601,Ram,2500,Par Maximum Steel Me,S
2008,5TFEV541X8X040936,Toyota,Tundra,White,S
2014,5XYZW3LA0EG171067,Hyundai,Santa Fe,Copper,S
2014,3C6UR5CL2EG162930,Ram,2500,Prp Deep Cherry Red,S
2014,3C6UR5HLXEG164661,Ram,2500,Pw7 Bright White Cle,S
2014,3C6UR5CJ7EG130666,Ram,2500,Pw7 Bright White Cle,S
2014,3C6UR5DJ2EG117208,Ram,2500,Pw7 Bright White Cle,S
1997,JT3HP10V5V7031862,Toyota,Rav4,Maroon,S
2014,3C6UR5FL2EG168657,Ram,2500,Prp Deep Cherry Red,S
2013,4T1BK1FK2DU537173,Toyota,Camry,05B2/Champagne Mica,S
2014,4T1BF1FKXEU729897,Toyota,Camry,01G3/Magnetic Gray M,S
2014,4T1BK1FK4EU542344,Toyota,Camry,01G3/Magnetic Gray M,S
2014,4T1BK1FK6EU542541,Toyota,Camry,5B2/Creme Brule,S
2014,4T1BD1FK2EU109342,Toyota,Camry,08W1/Clearwater Blue,S
1999,1LNHM82W7XY676184,Lincoln,Town Car,White,S
2014,5NPEB4AC7EH877322,Hyundai,Sonata,Pearl_White,S
2014,5NPEB4AC3EH879715,Hyundai,Sonata,Red,S
2014,3TMJU4GN9EM165664,Toyota,Tacoma,Grey,S
2014,JF2SJAEC6EH490761,Subaru,Forester,Silver,S
2014,3C63RRGL9EG164378,Ram,3500,Ps2 Bright Silver Me,T
2012,5GAKRDED1CJ101386,Buick,Enclave,Black,S
2014,3C6UR5DL6EG171029,Ram,2500,Pw7 Bright White Cle,S
2013,5TFLU4EN6DX077286,Toyota,Tacoma,White,S
2013,3C6UR5CL8DG550243,Ram,2500,White,S
2014,3C6UR5FL9EG190302,Ram,2500,Blue,S
2014,2C3CCAET8EH214254,Chrysler,300,Pw7 Bright White Cle,S
2014,2C3CCABGXEH222153,Chrysler,300,Prp Deep Cherry Red,S
2014,1C4BJWFG2EL156348,Jeep,Wrangler Unlimited,Ptt Dune Clear Coat,S
2014,1C4BJWFG1EL184853,Jeep,Wrangler Unlimited,Psc Billet Silver Me,S
2014,1C4BJWEG8EL185192,Jeep,Wrangler Unlimited,Px8 Black Clear Coat,S
2014,1C4BJWFG6EL196416,Jeep,Wrangler Unlimited,Pds Anvil Clear Coat,S
2014,5NPEB4AC0EH832657,Hyundai,Sonata,Pearl_White,S
2014,5NPEB4AC9EH854611,Hyundai,Sonata,White,S
2014,5NPEB4AC6EH871625,Hyundai,Sonata,Harbor_Gray_Metall,S
2014,1C6RR7VT8ES289771,Ram,1500,White,S
2007,1FAFP34N17W186139,Ford,Focus,White,S
2004,KNDUP131146508147,Kia,Sedona,Silver,S
2014,1C6RR7VT1ES289773,Ram,1500,White,S
2014,1C6RR7VTXES116592,Ram,1500,Silver,S
2014,3C4PDCBB6ET174295,Dodge,Journey,Ps2 Bright Silver Me,S
2012,KNDPBCA28C7242296,Kia,Sportage,Blue,S
2005,1C3EL56R55N528650,Chrysler,Sebring,Gray,S
2012,2C3CCAAG8CH116637,Chrysler,300,Gray,S
2014,1C3CDFBB3ED767204,Dodge,Dart,Par Maximum Steel Me,S
2014,KMHEC4A49EA108782,Hyundai,Sonata Hybrid,Silver,S
2014,1C3CDFBB2ED742536,Dodge,Dart,Billet,S
2014,1C4RJFBM3EC423376,Jeep,Grand Cherokee,Cherry Red,T
2007,KL5JD56Z27K637018,Suzuki,Forenza,Blue,S
2012,5TDDY5G19CS064657,Toyota,Sequoia,X/Black,S
2013,1FTFW1EF8DKG29012,Ford,F150,Blue,S
2014,1FT8W3BT6EEB63188,Ford,F350,Red,S
2014,1FT8W3BT8EEB63189,Ford,F350,Silver,S
2014,1FADP5CU5EL504872,Ford,C-Max,White,S
2014,3FA6P0D95ER291395,Ford,Fusion,White,S
2012,3FAHP0JG2CR238517,Ford,Fusion,Red,NULL
2014,2C3CCAEG7EH203667,Chrysler,300,Psc Billet Silver Me,S
2014,3C4PDCAB6ET227384,Dodge,Journey,White,S
2014,1C4PJLAB1EW221222,Jeep,Cherokee,Black Crystal,S
1994,1FTEF15N2RLA26254,Ford,F150,Red,S
2014,5NPEB4AC3EH874868,Hyundai,Sonata,Pearl_White,S
2014,JTDZN3EU6EJ001659,Toyota,Prius,0781/Sea Glass Pearl,S
2014,5TFLU4EN3EX093656,Toyota,Tacoma,0040/Super White,S
2014,4T1BF1FK7EU788308,Toyota,Camry,0218/Attitude Black,S
2014,ZFBCFADH2EZ016532,Fiat,500L,Pyn Giallo (Yellow),S
2014,JTEBU5JR1E5173636,Toyota,4Run,01G3/Magnetic Gray M,S
2014,ZFBCFADHXEZ019095,Fiat,500L,Pta Mocha Latte,S
2014,KMHTC6AE8EU201352,Hyundai,Veloster,Silver,S
2014,5TFUW5F10EX374507,Toyota,Tundra,01D6/Silver Sky Meta,S
2014,3C63R3DL3EG198561,Ram,3500,Px8 Black Clear Coat,S
2002,1G1ND52J02M636418,Chevrolet,Malibu,Silver,S
2012,1G1ZC5EU9CF215880,Chevrolet,Malibu,Tan,S
2014,KMHTC6AE3EU200139,Hyundai,Veloster,Gray,S
2012,1GKKVRED1CJ242292,Gmc,Acadia,Brown,NULL
2014,2T1BURHE8EC117551,Toyota,Coronet,06W3/4Evergreen Mica,S
2014,2T1BURHE7EC116665,Toyota,Coronet,01F9/Slate Metallic,S
2014,JTKJF5C75E3085232,Toyota,Tc,08T7/Blue Streak Met,S
2014,3C6TR5HT0EG208257,Ram,2500,Pw7 Bright White Cle,S
2013,3FA6P0H72DR306703,Ford,Fusion,White,S
2014,JTJHY7AX1E4136134,Lexus,Lx570,01H9/Nebula Gray Pea,T
2014,1C3CDFBBXED776126,Dodge,Dart,Pcl Blue Streak Pear,S
2012,3C6JD6CT9CG279909,Dodge,Ram 1500,NULL,S
2014,JTEBU4BF4EK191547,Toyota,Fj Cruiser,02Lf/Magma,S
2014,5TFAW5F16EX375065,Toyota,Tundra,0040/Super White,S
2014,KNDPCCACXE7565824,Kia,Sportage,Clear White,S
2014,5XYKUDA71EG549224,Kia,Sorento,Metal Bronze,S
2012,3C63D3LL9CG215330,Dodge,Ram,NULL,S
2002,1G2NV12E32C230921,Pontiac,Grand Am,Green,NULL
2001,4M2ZU86P61UJ09968,Mercury,Mountaineer,White,S
2014,1C6RR6KG1ES228716,Ram,1500,Pw7 Bright White Cle,S
2014,JTEBU4BF8EK188439,Toyota,Fj Cruiser,02Kp/Quicksand,S
2014,JTDKN3DU0E0360451,Toyota,Prius,01F7/Classic Silver,S
2014,JTKJF5C79E3085377,Toyota,Tc,01G3/Magnetic Gray M,S
2014,1VWBN7A38EC081201,Volkswagen,Passat,Black,S
2014,3C6TR5HT3EG208253,Ram,2500,Pw7 Bright White Cle,S
2008,KNDJD736X85770433,Kia,Sorento,Black,S
2007,1D4GP24R27B261761,Dodge,Grand Caravan,Blue,S
2014,2C3CCAGG3EH207678,Chrysler,300,Psc Billet Silver Me,S
2014,KMHDH6AHXEU027218,Hyundai,Elantra,Gray,S
2014,5TFLU4EN6EX088080,Toyota,Tacoma,01D6/Silver Sky Meta,T
2014,3TMJU4GNXEM166368,Toyota,Tacoma,01G3/Magnetic Gray M,S
2014,JTEBU5JR9E5171911,Toyota,4Run,0070/Blizzard P,S
2014,2C3CDXCT7EH219058,Dodge,Charger,Pwd Ivory 3 Coat,S
2013,1GNSKJE78DR362651,Chevrolet,Suburban,Silver,NULL
2014,3C63R3GL5EG194653,Ram,3500,Silver,S
1995,2G1FP22S4S2198706,Chevrolet,Camaro,Blue,S
2014,ZFBCFADH5EZ018419,Fiat,500L,Pw3 Bianco (White),S
2014,JTKJF5C74E3086050,Toyota,Tc,03P0/Absolutely Red,S
2014,5TFUU4EN6EX098788,Toyota,Tacoma,03R3/Barcelona Red M,S
2014,2C3CDXBG5EH227535,Dodge,Charger,Pw7 Bright White Cle,S
2014,1C4PJMCS7EW209837,Jeep,Cherokee,Pbu True Blue Pearl,S
2014,JTDKDTB33E1063066,Toyota,Prius C,0082/Moonglow,S
2014,2T3BFREV0EW145557,Toyota,Rav4,01F7/Classic Silver,S
2014,3C7WRTCL4EG204281,Ram,3500,Pw7 Bright White Cle,S
2014,ZFBCFADH4EZ016774,Fiat,500L,Pw3 Bianco (White),S
2001,WBAAV53431JS90115,Bmw,330I,Gray,S
2014,1C4BJWDG0EL245029,Jeep,Wrangler Unlimited,Pr4 Flame Red Clear,S
2014,KMHGH4JH7EU087992,Hyundai,Equus,Black,S
2014,KMHCU4AE2EU667912,Hyundai,Accent,Bronze,S
2014,2T1BPRHE1EC114403,Toyota,Corolla,01F9/Slate Metallic,S
